a	ɑ
a2	ɑ
a6	ɑ
a7	ɑ
aapoн	ɑːpɔn
able	ɑble
adespoti	ɑdɛsˈpɔti
adonis	ɑdɔnʲis
advokat	ɑdˈʋɔkɑt
after	ɑfˈtɛr
ago	ɑgo
ah	ɑ
ai	aj
air	aj
alabama	ɑlɑbɑmɑ
alfa	ɑlfɑ
all	ɑlː
alla	ɑlːɑ
almost	ɑlˈmɔst
alone	ɑlɔnɛ
along	ɑlɔng
already	ɐlˈrɛdɪ
alton	ɑlˈtɔn
am	ɑm
america	ɑmɛrɪkɑ
american	ɑmɛrɪkɑn
amoviestv	ɑmɔvɪjɛstv
an	ɑn
an8	ɑn
and	ɑnd
ander	ɑnˈdɛr
ann	ɑn
anna	ɑnːɑ
another	ɐnɔˈtʃɛr
answer	ɑnˈsɛr
apart	ɑpɑrt
apollo	ɑpɔlɔ
arcel	ɑrtsɛl
ardeat	ɑrdɛɑt
are	ɑrɛ
arena	ɑrɛˈnɑ
arm	arm
armed	armɛd
aronskaya	ɑˈrɔnʲsʲkɑjɑ
artful	ɑrtful
as	ɑs
ask	ɑːsk
at	at
auresil	au̯re̞sʲi̞l
aye	aj
aлe	ɑlɛ
ba	ba
baby	babɪj
bang	baŋ
baм	baːm
bce	betsʲe
beat	beɑt
bed	bed
began	begɑn
bell	beʎ
bet	βɛt
better	beˈtɛr
between	mi̯ɛtʃɪn
bi	bi
big	big
bilal	biˈɫɑːl
billion	biˈlʲiɔn
bit	bit
bitch	bitʃ
biн	biɲ
blue	blʲu
blur5	blʊrʲ
bo	boː
boat	boːt
body	bodɪ
bogue	bogʊ
bomb	bɔmʲ
boom	boːm
boy	boɪ̯
boнa	boːnɑ
boнo	boːnʊ
boни	boɲi
bravo	brɑvɔ
breaking	brɛkɪnʲ
brien	brʲɛn
bring	brɪng
broken	brɔkɛn
buddy	buɖː
bus	buːs
business	ˈbɪznɪs
but	buːt
bасk	baʃk
bи	bi
bы	ɨː
call	kaɫː
calm	kalm
came	kamɛ
camera	ˈkɑːmɛrɑ
can	ʧɑn
cap	kap
castellano	kaˈstɛlːɑnɔ
ceбe	tsɛbɛ
ceбя	tsʲɛbʲɑ
ch8981d7	xɪd
champ	ʃɑmp
chattering	ʧɑtɛrɪn
chd5d3f6	xtʃɛdʲɛf
che5e014	tʃeˈtʃe
chipsa	ʧɪpˈsɑ
chisolm	ʧɪsɔɫm
cholo	xɔɫo
cia	tɕa
ciм	tsʲim
clock	klɔk
come	komɛ
comes	komes
commander	komˈmɑːndɛr
comment	komɛnt
conlan	ˈtsɔnɫɑn
control	kɔnˈtrɔl
copy	kɔpɪ
coвceм	soʊ̯tsʲem
cradle	krɑdɫɛ
creed	krɛːd
cronan	krɔnɑn
cry	krɪ
cад	sad
cвoю	sʋɔjʊ
cкaжи	skɑʒɪ
cкaзaв	skɑzɑu̯
cкaзaл	skɑzɑɫ
cкaзaлa	skɑˈzɑlɑ
cкaзaти	skɑˈzɑti
cкaзaть	skɑzɑtʲ
cобакою	sobakojʊ
cонні	sɔnʲi
cьoгoднi	ʃogɔdʲni
cэp	tsɛr
cюдa	sʲuˈda
da	daː
dad	daːd
dang	daŋ
dark	daːrk
date	daːtɛ
dead	dɛɐ̯d
dear	dɛɑr
deck	dek
dendi	denʲdi
dense	denʲe
di	ɟi
did	did
didn	didn̪
died	dʲiɛ̯d
diggi	ɟigːi
dimak	ˈdɪmɑk
